dataset,n_classes,n_features,n_train,n_test,accuracy,precision_macro,recall_macro,f1_macro,f1_weighted,train_time_sec,infer_time_sec
CICIDS2017,14,15,1200000,300000,0.9948233333333333,0.8923834197613961,0.7283037882402807,0.742446838351069,0.9944612343992363,750.2714726924896,36.08360719680786
